game,Date,Opponent,Home,HOU_SCORE,OPP_SCORE,WIN,pitch_url,Youtube search,game_url,,
115,"AUGUST 07, 2018",SFN,0,2,1,1,https://baseballsavant.mlb.com/gamefeed?game_pk=531110&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_453265&view=Umpire&coloring=Pitch%20Type,"HOU AT SFN - AUGUST 07, 2018",https://www.youtube.com/watch?v=Rrm_J3Wequg,,
116,"AUGUST 09, 2018",SEA,1,6,8,0,https://baseballsavant.mlb.com/gamefeed?game_pk=531140&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_434378&view=Umpire&coloring=Pitch%20Type,"SEA AT HOU - AUGUST 09, 2018",https://www.youtube.com/watch?v=0aqSFxOfgcc,,
117,"AUGUST 10, 2018",SEA,1,2,5,0,https://baseballsavant.mlb.com/gamefeed?game_pk=531152&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_519151&view=Umpire&coloring=Pitch%20Type,"SEA AT HOU - AUGUST 10, 2018",https://www.youtube.com/watch?v=_cakDqr1vgo,,
118,"AUGUST 11, 2018",SEA,1,2,3,0,https://baseballsavant.mlb.com/gamefeed?game_pk=531167&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_444468&view=Umpire&coloring=Pitch%20Type,"SEA AT HOU - AUGUST 11, 2018",https://www.youtube.com/watch?v=Mpcdktf3gmc,,
119,"AUGUST 12, 2018",SEA,1,3,4,0,https://baseballsavant.mlb.com/gamefeed?game_pk=531182&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_444468&view=Umpire&coloring=Pitch%20Type,"SEA AT HOU - AUGUST 12, 2018",https://www.youtube.com/watch?v=F3jMjLS9mvU,,
120,"AUGUST 14, 2018",COL,1,1,5,0,https://baseballsavant.mlb.com/gamefeed?game_pk=531199&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_434378&view=Umpire&coloring=Pitch%20Type,"COL AT HOU - AUGUST 14, 2018",https://www.youtube.com/watch?v=jawmmuSJNNI,,
121,"AUGUST 15, 2018",COL,1,12,1,1,https://baseballsavant.mlb.com/gamefeed?game_pk=531214&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_501789&view=Umpire&coloring=Pitch%20Type,"COL AT HOU - AUGUST 15, 2018",https://www.youtube.com/watch?v=IlKM7oBWfc8,,
122,"AUGUST 17, 2018",OAK,0,3,4,0,https://baseballsavant.mlb.com/gamefeed?game_pk=531239&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_407845&view=Umpire&coloring=Pitch%20Type,"HOU AT OAK - AUGUST 17, 2018",missing,,
123,"AUGUST 18, 2018",OAK,0,1,7,0,https://baseballsavant.mlb.com/gamefeed?game_pk=531254&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_433589&view=Umpire&coloring=Pitch%20Type,"HOU AT OAK - AUGUST 18, 2018",missing,,
124,"AUGUST 19, 2018",OAK,0,9,4,1,https://baseballsavant.mlb.com/gamefeed?game_pk=531269&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_488748&view=Umpire&coloring=Pitch%20Type,"HOU AT OAK - AUGUST 19, 2018",https://www.youtube.com/watch?v=ZbE7UYFIFMI,,
125,"AUGUST 20, 2018",SEA,0,4,7,0,https://baseballsavant.mlb.com/gamefeed?game_pk=531283&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_433587&view=Umpire&coloring=Pitch%20Type,"HOU AT SEA - AUGUST 20, 2018",https://www.youtube.com/watch?v=k1HUYQz3WUs,,
126,"AUGUST 21, 2018",SEA,0,3,2,1,https://baseballsavant.mlb.com/gamefeed?game_pk=531293&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_435043&view=Umpire&coloring=Pitch%20Type,"HOU AT SEA - AUGUST 21, 2018",https://www.youtube.com/watch?v=VVhb6JfmD4Q,,
127,"AUGUST 22, 2018",SEA,0,10,7,1,https://baseballsavant.mlb.com/gamefeed?game_pk=531308&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_435043&view=Umpire&coloring=Pitch%20Type,"HOU AT SEA - AUGUST 22, 2018",https://www.youtube.com/watch?v=dVSrAhxZRxY,,
128,"AUGUST 24, 2018",ANA,0,9,3,1,https://baseballsavant.mlb.com/gamefeed?game_pk=531332&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_571760&view=Umpire&coloring=Pitch%20Type,"HOU AT ANA - AUGUST 24, 2018",https://www.youtube.com/watch?v=CPRjfCFWRiQ,,
129,"AUGUST 25, 2018",ANA,0,8,3,1,https://baseballsavant.mlb.com/gamefeed?game_pk=531347&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_453284&view=Umpire&coloring=Pitch%20Type,"HOU AT ANA - AUGUST 25, 2018",https://www.youtube.com/watch?v=TGRLzirOFhk,,
130,"AUGUST 26, 2018",ANA,0,3,1,1,https://baseballsavant.mlb.com/gamefeed?game_pk=531362&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_453284&view=Umpire&coloring=Pitch%20Type,"HOU AT ANA - AUGUST 26, 2018",https://www.youtube.com/watch?v=KuKZC_nAFjk,,
131,"AUGUST 27, 2018",OAK,1,11,4,1,https://baseballsavant.mlb.com/gamefeed?game_pk=531376&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_501925&view=Umpire&coloring=Pitch%20Type,"OAK AT HOU - AUGUST 27, 2018",https://www.youtube.com/watch?v=KCeaqI4vFFw,,
132,"AUGUST 28, 2018",OAK,1,3,4,0,https://baseballsavant.mlb.com/gamefeed?game_pk=531388&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_444468&view=Umpire&coloring=Pitch%20Type,"OAK AT HOU - AUGUST 28, 2018",https://www.youtube.com/watch?v=IaErvte2IcE,,
133,"AUGUST 29, 2018",OAK,1,5,4,1,https://baseballsavant.mlb.com/gamefeed?game_pk=531402&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_448609&view=Umpire&coloring=Pitch%20Type,"OAK AT HOU - AUGUST 29, 2018",missing,,
134,"AUGUST 30, 2018",ANA,1,2,5,0,https://baseballsavant.mlb.com/gamefeed?game_pk=531412&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_434378&view=Umpire&coloring=Pitch%20Type,"ANA AT HOU - AUGUST 30, 2018",https://www.youtube.com/watch?v=G8KZ0xiA5Mw,,
135,"AUGUST 31, 2018",ANA,1,0,3,0,https://baseballsavant.mlb.com/gamefeed?game_pk=531424&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_444468&view=Umpire&coloring=Pitch%20Type,"ANA AT HOU - AUGUST 31, 2018",https://www.youtube.com/watch?v=5JDE7RoamFs,,
136,"SEPTEMBER 01, 2018",ANA,1,7,3,1,https://baseballsavant.mlb.com/gamefeed?game_pk=531439&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_448609&view=Umpire&coloring=Pitch%20Type,"ANA AT HOU - SEPTEMBER 01, 2018",https://www.youtube.com/watch?v=9xN1ekiilXs,,
137,"SEPTEMBER 02, 2018",ANA,1,4,2,1,https://baseballsavant.mlb.com/gamefeed?game_pk=531454&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_444468&view=Umpire&coloring=Pitch%20Type,"ANA AT HOU - SEPTEMBER 02, 2018",https://www.youtube.com/watch?v=T_VjvsgwC6M,,
138,"SEPTEMBER 03, 2018",MIN,1,4,1,1,https://baseballsavant.mlb.com/gamefeed?game_pk=531469&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_444468&view=Umpire&coloring=Pitch%20Type,"MIN AT HOU - SEPTEMBER 03, 2018",https://www.youtube.com/watch?v=okyMyTbaaeQ,,
139,"SEPTEMBER 04, 2018",MIN,1,5,2,1,https://baseballsavant.mlb.com/gamefeed?game_pk=531484&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_434378&view=Umpire&coloring=Pitch%20Type,"MIN AT HOU - SEPTEMBER 04, 2018",https://www.youtube.com/watch?v=_Glmjqh-jYU,,
140,"SEPTEMBER 05, 2018",MIN,1,9,1,1,https://baseballsavant.mlb.com/gamefeed?game_pk=531499&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_448609&view=Umpire&coloring=Pitch%20Type,"MIN AT HOU - SEPTEMBER 05, 2018",https://www.youtube.com/watch?v=pPOPbiA7W18,,
141,"SEPTEMBER 07, 2018",BOS,0,6,3,1,https://baseballsavant.mlb.com/gamefeed?game_pk=531514&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_456034&view=Umpire&coloring=Pitch%20Type,"HOU AT BOS - SEPTEMBER 07, 2018",https://www.youtube.com/watch?v=RrKr6CXl3bc,,
142,"SEPTEMBER 08, 2018",BOS,0,5,3,1,https://baseballsavant.mlb.com/gamefeed?game_pk=531529&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_519443&view=Umpire&coloring=Pitch%20Type,"HOU AT BOS - SEPTEMBER 08, 2018",https://www.youtube.com/watch?v=DjzhKFaQ3JE,,
143,"SEPTEMBER 09, 2018",BOS,0,5,6,0,https://baseballsavant.mlb.com/gamefeed?game_pk=531544&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_453214&view=Umpire&coloring=Pitch%20Type,"HOU AT BOS - SEPTEMBER 09, 2018",missing,,
144,"SEPTEMBER 10, 2018",DET,0,3,2,1,https://baseballsavant.mlb.com/gamefeed?game_pk=531559&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_434538&view=Umpire&coloring=Pitch%20Type,"HOU AT DET - SEPTEMBER 10, 2018",https://www.youtube.com/watch?v=3s2Dl-IT0zY,,
145,"SEPTEMBER 11, 2018",DET,0,5,4,1,https://baseballsavant.mlb.com/gamefeed?game_pk=531571&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_488786&view=Umpire&coloring=Pitch%20Type,"HOU AT DET - SEPTEMBER 11, 2018",https://www.youtube.com/watch?v=W3B17x8Fqk0,,
146,"SEPTEMBER 12, 2018",DET,0,5,4,1,https://baseballsavant.mlb.com/gamefeed?game_pk=531586&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_572888&view=Umpire&coloring=Pitch%20Type,"HOU AT DET - SEPTEMBER 12, 2018",https://www.youtube.com/watch?v=DyJN5FF_aEc,,
147,"SEPTEMBER 14, 2018",ARI,1,2,4,0,https://baseballsavant.mlb.com/gamefeed?game_pk=531604&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_444468&view=Umpire&coloring=Pitch%20Type,"ARI AT HOU - SEPTEMBER 14, 2018",https://www.youtube.com/watch?v=cyFQeFII-Wk,,
148,"SEPTEMBER 15, 2018",ARI,1,10,4,1,https://baseballsavant.mlb.com/gamefeed?game_pk=531619&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_450203&view=Umpire&coloring=Pitch%20Type,"ARI AT HOU - SEPTEMBER 15, 2018",https://www.youtube.com/watch?v=YdmPOs3wAFg,,
149,"SEPTEMBER 16, 2018",ARI,1,5,4,1,https://baseballsavant.mlb.com/gamefeed?game_pk=531634&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_434378&view=Umpire&coloring=Pitch%20Type,"ARI AT HOU - SEPTEMBER 16, 2018",https://www.youtube.com/watch?v=-VYBEgQsdxU,,
150,"SEPTEMBER 17, 2018",SEA,1,1,4,0,https://baseballsavant.mlb.com/gamefeed?game_pk=531656&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_444468&view=Umpire&coloring=Pitch%20Type,"SEA AT HOU - SEPTEMBER 17, 2018",https://www.youtube.com/watch?v=NIxI5iZzM2k,,
151,"SEPTEMBER 18, 2018",SEA,1,7,0,1,https://baseballsavant.mlb.com/gamefeed?game_pk=531671&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_448609&view=Umpire&coloring=Pitch%20Type,"SEA AT HOU - SEPTEMBER 18, 2018",https://www.youtube.com/watch?v=4xt0iR0MMgA,,
152,"SEPTEMBER 19, 2018",SEA,1,0,9,0,https://baseballsavant.mlb.com/gamefeed?game_pk=531686&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_502748&view=Umpire&coloring=Pitch%20Type,"SEA AT HOU - SEPTEMBER 19, 2018",https://www.youtube.com/watch?v=uY6SjmMFBi0,,
153,"SEPTEMBER 21, 2018",ANA,1,11,3,1,https://baseballsavant.mlb.com/gamefeed?game_pk=531704&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_448609&view=Umpire&coloring=Pitch%20Type,"ANA AT HOU - SEPTEMBER 21, 2018",https://www.youtube.com/watch?v=_NmoRsTDtSQ,,
154,"SEPTEMBER 22, 2018",ANA,1,10,5,1,https://baseballsavant.mlb.com/gamefeed?game_pk=531719&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_434378&view=Umpire&coloring=Pitch%20Type,"ANA AT HOU - SEPTEMBER 22, 2018",https://www.youtube.com/watch?v=dRK85nOo3_g,,
155,"SEPTEMBER 23, 2018",ANA,1,6,2,1,https://baseballsavant.mlb.com/gamefeed?game_pk=531734&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_450203&view=Umpire&coloring=Pitch%20Type,"ANA AT HOU - SEPTEMBER 23, 2018",https://www.youtube.com/watch?v=yt-6mk7-mVE,,
156,"SEPTEMBER 24, 2018",TOR,0,5,3,1,https://baseballsavant.mlb.com/gamefeed?game_pk=531745&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_461325&view=Umpire&coloring=Pitch%20Type,"HOU AT TOR - SEPTEMBER 24, 2018",https://www.youtube.com/watch?v=okSInCmdhjw,,
157,"SEPTEMBER 25, 2018",TOR,0,4,1,1,https://baseballsavant.mlb.com/gamefeed?game_pk=531759&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_543208&view=Umpire&coloring=Pitch%20Type,"HOU AT TOR - SEPTEMBER 25, 2018",https://www.youtube.com/watch?v=EkafWM_IU70,,
158,"SEPTEMBER 26, 2018",TOR,0,1,3,0,https://baseballsavant.mlb.com/gamefeed?game_pk=531774&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_461325&view=Umpire&coloring=Pitch%20Type,"HOU AT TOR - SEPTEMBER 26, 2018",https://www.youtube.com/watch?v=l3gWbwuxJ6o,,
159,"SEPTEMBER 28, 2018",BAL,0,2,1,1,https://baseballsavant.mlb.com/gamefeed?game_pk=531798&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_571710&view=Umpire&coloring=Pitch%20Type,"HOU AT BAL - SEPTEMBER 28, 2018",https://www.youtube.com/watch?v=DXRtzSooUSk,,
160,"SEPTEMBER 29, 2018",BAL,0,4,3,1,https://baseballsavant.mlb.com/gamefeed?game_pk=531813&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_543219&view=Umpire&coloring=Pitch%20Type,"HOU AT BAL - SEPTEMBER 29, 2018",https://www.youtube.com/watch?v=Wzs8ZSw8MLw,,
161,"SEPTEMBER 29, 2018",BAL,0,5,2,1,https://baseballsavant.mlb.com/gamefeed?game_pk=531788&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_605541&view=Umpire&coloring=Pitch%20Type,"HOU AT BAL - SEPTEMBER 29, 2018",https://www.youtube.com/watch?v=ToQMWLBq0hg,,
162,"SEPTEMBER 30, 2018",BAL,0,0,4,0,https://baseballsavant.mlb.com/gamefeed?game_pk=531828&game_date=&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_571710&view=Umpire&coloring=Pitch%20Type,"HOU AT BAL - SEPTEMBER 30, 2018",missing,,
163,"OCTOBER 05, 2018",CLE,1,7,2,1,https://baseballsavant.mlb.com/gamefeed?game_pk=563378&game_date=2018-10-5&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_434378&view=Umpire&coloring=Pitch%20Type,"CLE AT HOU - OCTOBER 05, 2018",https://www.youtube.com/watch?v=qvJwX0r8bAw,,
164,"OCTOBER 06, 2018",CLE,1,3,1,1,https://baseballsavant.mlb.com/gamefeed?game_pk=563379&game_date=2018-10-6&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_519151&view=Umpire&coloring=Pitch%20Type,"CLE AT HOU - OCTOBER 06, 2018",https://www.youtube.com/watch?v=NnV16qTsplI,,
165,"OCTOBER 08, 2018",CLE,0,11,3,1,https://baseballsavant.mlb.com/gamefeed?game_pk=563380&game_date=2018-10-8&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_453192&view=Umpire&coloring=Pitch%20Type,"HOU AT CLE - OCTOBER 08, 2018",https://www.youtube.com/watch?v=jZaUxM0caLU,,
166,"OCTOBER 13, 2018",BOS,0,7,2,1,https://baseballsavant.mlb.com/gamefeed?game_pk=563393&game_date=2018-10-13&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_518489&view=Umpire&coloring=Pitch%20Type,"HOU AT BOS - OCTOBER 13, 2018",https://www.youtube.com/watch?v=p-ycUJKsy10,,
167,"OCTOBER 14, 2018",BOS,0,5,7,0,https://baseballsavant.mlb.com/gamefeed?game_pk=563394&game_date=2018-10-14&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_456034&view=Umpire&coloring=Pitch%20Type,"HOU AT BOS - OCTOBER 14, 2018",https://www.youtube.com/watch?v=SWB_uB8Pu5A,,
168,"OCTOBER 16, 2018",BOS,1,2,8,0,https://baseballsavant.mlb.com/gamefeed?game_pk=563395&game_date=2018-10-16&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_444468&view=Umpire&coloring=Pitch%20Type,"BOS AT HOU - OCTOBER 16, 2018",https://www.youtube.com/watch?v=M1-mXdVk2r4,,
169,"OCTOBER 17, 2018",BOS,1,6,8,0,https://baseballsavant.mlb.com/gamefeed?game_pk=563396&game_date=2018-10-17&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_448609&view=Umpire&coloring=Pitch%20Type,"BOS AT HOU - OCTOBER 17, 2018",https://www.youtube.com/watch?v=GzuO7ARIJHg,,
170,"OCTOBER 18, 2018",BOS,1,1,4,0,https://baseballsavant.mlb.com/gamefeed?game_pk=563397&game_date=2018-10-18&type=pitch_velocity&chart_view=pitch&chart_type=sbp&inning=&count=&batter_hand=&pitcher_hand=&filter=&player=home-pitchers_434378&view=Umpire&coloring=Pitch%20Type,"BOS AT HOU - OCTOBER 18, 2018",missing,,
